user_id,censor_status,work_year
31791,2,10+ years
31793,2,10+ years
31794,2,10+ years
31795,1,8 years
31797,2,10+ years
31798,0,10+ years
31799,1,10+ years
31803,0,10+ years
31805,1,8 years
31806,1,10+ years
31809,0,7 years
31810,0,6 years
31811,0,10+ years
31813,1,8 years
31815,1,10+ years
31817,2,8 years
31819,1,10+ years
31821,2,10+ years
31822,1,8 years
31823,2,9 years
31824,2,10+ years
31825,0,10+ years
31826,1,10+ years
31828,1,10+ years
31830,0,10+ years
31831,2,9 years
31832,1,10+ years
31834,0,6 years
31835,1,10+ years
31836,2,10+ years
31837,2,7 years
31839,2,10+ years
31845,1,10+ years
31846,2,9 years
31847,1,7 years
31848,2,6 years
31853,0,10+ years
31855,2,10+ years
31856,1,9 years
31858,0,10+ years
31861,2,10+ years
31862,1,10+ years
31863,0,10+ years
31864,1,10+ years
31865,2,8 years
31866,0,10+ years
31867,2,10+ years
31868,2,10+ years
31872,0,10+ years
31874,0,8 years
31875,0,7 years
31879,0,10+ years
31880,2,10+ years
31882,1,10+ years
31884,0,10+ years
31885,2,10+ years
31890,1,6 years
31891,0,8 years
31895,2,10+ years
31898,1,10+ years
31899,2,8 years
31900,2,10+ years
31901,2,6 years
31902,2,7 years
31903,1,10+ years
31906,1,10+ years
31907,0,10+ years
31910,2,10+ years
31911,1,10+ years
31912,2,10+ years
31915,1,10+ years
31916,2,10+ years
31917,2,10+ years
31919,2,10+ years
31920,1,10+ years
31922,2,10+ years
31923,0,7 years
31926,2,10+ years
31927,0,10+ years
31928,1,10+ years
31929,1,10+ years
31930,0,9 years
31932,0,9 years
31934,1,10+ years
31935,2,7 years
31938,0,10+ years
31940,0,10+ years
31943,0,10+ years
31944,0,7 years
31945,0,7 years
31952,2,10+ years
31953,2,10+ years
31956,2,6 years
31957,2,10+ years
31959,0,6 years
31960,2,10+ years
31962,2,10+ years
31963,1,8 years
31964,1,6 years
31967,2,7 years
31968,1,8 years
31969,2,6 years
31970,2,8 years
31971,1,10+ years
31972,1,7 years
31975,0,10+ years
31977,2,10+ years
31978,2,9 years
31980,1,10+ years
31981,0,10+ years
31982,0,7 years
31983,1,10+ years
31986,1,10+ years
31987,2,7 years
31992,2,10+ years
31993,0,10+ years
31997,0,10+ years
31998,2,7 years
32000,1,7 years
32002,0,10+ years
32003,0,10+ years
32004,2,6 years
32007,1,10+ years
32008,1,10+ years
32009,2,9 years
32010,2,9 years
32012,1,10+ years
32015,2,10+ years
32016,2,10+ years
32017,1,10+ years
32020,1,10+ years
32022,0,10+ years
32024,2,10+ years
32026,1,10+ years
32028,0,10+ years
32029,2,10+ years
32030,2,10+ years
32031,2,10+ years
32032,0,10+ years
32034,2,9 years
32035,0,10+ years
32037,0,7 years
32038,1,6 years
32042,1,9 years
32044,1,10+ years
32045,1,10+ years
32048,1,10+ years
32050,2,10+ years
32051,0,8 years
32052,0,10+ years
32053,2,6 years
32054,2,10+ years
32055,0,10+ years
32056,2,6 years
32058,0,10+ years
32063,0,10+ years
32064,2,10+ years
32065,0,10+ years
32066,2,9 years
32068,0,10+ years
32072,1,8 years
32073,1,10+ years
32074,1,10+ years
32077,1,10+ years
32078,1,10+ years
32079,1,7 years
32080,0,7 years
32082,0,10+ years
32084,2,6 years
32085,1,8 years
32086,1,10+ years
32087,2,10+ years
32088,0,10+ years
32092,1,7 years
32093,2,10+ years
32095,1,10+ years
32099,0,10+ years
32100,1,8 years
32101,1,10+ years
32106,0,10+ years
32111,2,9 years
32114,2,10+ years
32115,0,10+ years
32116,0,10+ years
32117,1,10+ years
32119,2,10+ years
32121,1,7 years
32122,0,6 years
32123,0,9 years
32124,1,10+ years
32125,0,7 years
32126,2,10+ years
32128,2,6 years
32130,0,8 years
32131,2,10+ years
32133,0,10+ years
32134,0,9 years
32137,2,10+ years
32139,1,10+ years
32140,2,10+ years
32141,2,10+ years
32142,1,10+ years
32144,1,10+ years
32145,1,7 years
32146,0,10+ years
32148,1,9 years
32149,2,10+ years
32150,2,10+ years
32151,0,6 years
32153,2,10+ years
32157,2,9 years
32158,1,10+ years
32162,0,10+ years
32165,1,10+ years
32167,2,9 years
32168,0,10+ years
32172,2,10+ years
32174,1,7 years
32176,0,10+ years
32178,2,10+ years
32179,0,9 years
32184,1,10+ years
32185,0,8 years
32189,1,6 years
32191,1,9 years
32192,0,10+ years
32196,2,10+ years
32198,1,10+ years
32202,1,10+ years
32204,0,7 years
32206,1,8 years
32207,2,9 years
32208,1,9 years
32209,2,8 years
32210,1,10+ years
32211,2,10+ years
32213,1,10+ years
32214,1,7 years
32217,0,10+ years
32218,2,10+ years
32219,1,7 years
32222,1,10+ years
32226,0,10+ years
32227,2,6 years
32228,1,8 years
32230,0,10+ years
32232,2,6 years
32233,2,10+ years
32234,1,6 years
32239,2,10+ years
32241,2,10+ years
32242,0,10+ years
32244,1,10+ years
32249,1,10+ years
32253,0,9 years
32254,0,10+ years
32255,0,10+ years
32257,0,10+ years
32259,1,9 years
32260,0,10+ years
32261,1,8 years
32262,1,10+ years
32264,2,8 years
32265,2,10+ years
32266,2,10+ years
32267,0,8 years
32270,0,10+ years
32272,0,10+ years
32273,2,10+ years
32275,1,10+ years
32280,2,7 years
32281,1,10+ years
32282,2,8 years
32283,1,10+ years
32284,0,10+ years
32285,1,10+ years
32286,0,10+ years
32287,1,10+ years
32289,0,10+ years
32290,1,10+ years
32292,1,6 years
32293,1,8 years
32296,1,7 years
32297,1,10+ years
32298,2,10+ years
32299,0,10+ years
32302,1,10+ years
32303,2,10+ years
32308,0,9 years
32309,0,9 years
32311,1,10+ years
32312,1,8 years
32315,0,10+ years
32316,0,10+ years
32317,1,10+ years
32322,0,6 years
32323,1,10+ years
32324,2,9 years
32325,0,10+ years
32328,2,10+ years
32331,1,6 years
32332,0,6 years
32334,1,6 years
32336,1,10+ years
32339,0,10+ years
32340,0,10+ years
32341,1,10+ years
32342,1,8 years
32343,0,10+ years
32344,1,6 years
32345,2,9 years
32347,1,10+ years
32352,2,10+ years
32356,1,10+ years
32357,2,7 years
32358,1,9 years
32359,1,10+ years
32363,1,10+ years
32366,0,8 years
32367,2,10+ years
32370,1,10+ years
32371,2,6 years
32372,1,8 years
32375,2,10+ years
32376,0,7 years
32377,0,10+ years
32380,2,9 years
32383,1,10+ years
32384,2,10+ years
32385,1,10+ years
32386,0,10+ years
32387,1,10+ years
32388,0,10+ years
32389,0,10+ years
32390,0,10+ years
32391,0,10+ years
32392,0,10+ years
32394,0,8 years
32395,0,7 years
32398,0,10+ years
32399,1,10+ years
32400,0,10+ years
32403,1,10+ years
32404,1,10+ years
32405,2,9 years
32407,1,10+ years
32408,2,6 years
32409,2,10+ years
32416,1,10+ years
32417,2,6 years
32420,2,10+ years
32421,1,10+ years
32422,0,10+ years
32427,1,10+ years
32430,0,10+ years
32431,2,10+ years
32432,1,10+ years
32434,0,10+ years
32436,2,8 years
32438,0,10+ years
32441,2,10+ years
32442,1,9 years
32449,1,10+ years
32451,2,10+ years
32452,1,10+ years
32454,2,10+ years
32455,0,10+ years
32456,0,10+ years
32465,2,8 years
32466,1,10+ years
32467,1,10+ years
32468,1,6 years
32469,2,10+ years
32473,0,10+ years
32474,0,10+ years
32476,0,6 years
32481,0,10+ years
32483,0,8 years
32484,1,10+ years
32485,1,10+ years
32487,1,10+ years
32491,1,10+ years
32492,0,6 years
32493,1,9 years
32494,2,10+ years
32495,2,7 years
32498,2,10+ years
32499,1,10+ years
32509,2,10+ years
32512,1,10+ years
32513,0,10+ years
32515,0,8 years
32516,0,10+ years
32521,2,10+ years
32522,2,10+ years
32524,2,10+ years
32527,2,10+ years
32529,1,8 years
32531,0,10+ years
32534,2,6 years
32537,2,10+ years
32538,2,10+ years
32539,2,7 years
32546,2,6 years
32549,1,10+ years
32550,0,10+ years
32553,0,10+ years
32555,0,9 years
32559,2,10+ years
32562,1,7 years
32565,1,10+ years
32566,1,10+ years
32568,2,9 years
32571,1,10+ years
32573,2,10+ years
32575,0,10+ years
32576,2,8 years
32577,0,6 years
32578,1,10+ years
32580,0,7 years
32582,0,10+ years
32584,1,10+ years
32590,1,6 years
32591,2,8 years
32593,1,9 years
32594,2,10+ years
32595,0,10+ years
32598,1,10+ years
32599,0,7 years
32602,0,10+ years
32603,2,10+ years
32604,1,10+ years
32605,0,10+ years
32607,1,10+ years
32608,2,10+ years
32612,1,6 years
32616,1,10+ years
32620,2,7 years
32621,0,10+ years
32622,2,10+ years
32623,2,10+ years
32626,1,10+ years
32627,2,10+ years
32628,0,10+ years
32629,2,10+ years
32630,0,8 years
32632,1,9 years
32636,0,10+ years
32637,2,10+ years
32638,1,7 years
32640,0,10+ years
32641,2,10+ years
32643,0,10+ years
32644,1,10+ years
32645,0,7 years
32649,2,10+ years
32650,1,10+ years
32653,0,10+ years
32654,0,10+ years
32658,1,10+ years
32659,0,10+ years
32660,1,8 years
32663,0,9 years
32664,0,8 years
32668,0,10+ years
32672,1,10+ years
32676,0,6 years
32679,2,8 years
32681,1,10+ years
32683,2,8 years
32684,2,10+ years
32685,2,10+ years
32687,2,10+ years
32699,0,10+ years
32700,2,10+ years
32702,1,10+ years
32703,1,10+ years
32704,2,10+ years
32705,1,10+ years
32707,0,8 years
32715,1,10+ years
32717,2,10+ years
32718,1,10+ years
32719,1,10+ years
32721,1,6 years
32726,2,10+ years
32729,0,10+ years
32730,0,10+ years
32732,1,10+ years
32733,1,7 years
32735,1,10+ years
32736,2,10+ years
32737,1,10+ years
32738,0,6 years
32740,1,10+ years
32742,1,10+ years
32743,0,8 years
32745,0,9 years
32747,1,9 years
32748,1,6 years
32749,2,10+ years
32750,0,10+ years
32751,1,10+ years
32753,0,8 years
32755,0,10+ years
32757,0,10+ years
32758,0,10+ years
32761,1,9 years
32762,2,10+ years
32769,1,7 years
32771,2,9 years
32772,0,10+ years
32774,0,10+ years
32775,2,6 years
32779,1,7 years
32780,1,7 years
32781,2,10+ years
32784,1,10+ years
32785,0,7 years
32786,1,6 years
32788,2,10+ years
32789,1,7 years
32791,2,7 years
32792,0,10+ years
32793,1,10+ years
32798,1,6 years
32799,0,10+ years
32801,1,6 years
32802,2,6 years
32803,1,10+ years
32806,2,10+ years
32808,1,10+ years
32811,2,10+ years
32813,2,10+ years
32816,2,10+ years
32819,0,10+ years
32821,2,10+ years
32824,2,8 years
32828,1,10+ years
32829,1,8 years
32830,0,10+ years
32833,0,10+ years
32834,2,10+ years
32839,2,8 years
32840,0,6 years
32841,2,10+ years
32842,0,6 years
32843,2,9 years
32846,0,10+ years
32847,2,10+ years
32852,0,10+ years
32854,0,8 years
32855,0,6 years
32860,2,10+ years
32862,1,10+ years
32863,2,10+ years
32865,1,6 years
32866,2,10+ years
32869,0,10+ years
32870,2,6 years
32871,1,10+ years
32874,1,10+ years
32875,1,8 years
32876,2,10+ years
32879,1,8 years
32880,0,10+ years
32881,0,10+ years
32883,0,10+ years
32885,2,6 years
32886,0,8 years
32892,0,10+ years
32893,0,10+ years
32897,0,10+ years
32899,1,9 years
32900,2,10+ years
32902,2,10+ years
32909,1,10+ years
32910,1,10+ years
32914,1,9 years
32916,2,7 years
32917,2,10+ years
32918,1,10+ years
32920,2,10+ years
32923,0,10+ years
32924,0,10+ years
32925,1,10+ years
32928,2,10+ years
32930,1,10+ years
32931,2,10+ years
32932,2,10+ years
32933,2,10+ years
32934,0,10+ years
32935,1,10+ years
32936,1,10+ years
32939,2,10+ years
32944,2,9 years
32947,0,10+ years
32948,2,10+ years
32949,0,10+ years
32951,0,10+ years
32954,2,10+ years
32960,2,8 years
32961,1,7 years
32963,1,10+ years
32964,1,9 years
32965,2,10+ years
32969,2,10+ years
32972,0,10+ years
32973,2,10+ years
32975,1,10+ years
32976,2,10+ years
32978,2,8 years
32979,0,8 years
32980,0,10+ years
32981,0,9 years
32982,1,8 years
32983,2,7 years
32985,2,10+ years
32990,0,7 years
32992,1,10+ years
32993,1,10+ years
32996,0,10+ years
32999,0,6 years
33001,0,6 years
33003,1,9 years
33004,0,9 years
33007,1,10+ years
33008,1,10+ years
33010,2,10+ years
33012,1,10+ years
33016,1,6 years
33020,0,10+ years
33024,0,7 years
33025,2,9 years
33026,0,6 years
33027,2,10+ years
33028,1,10+ years
33029,0,10+ years
33033,2,10+ years
33035,0,10+ years
33037,2,7 years
33038,1,10+ years
33040,0,10+ years
33041,2,9 years
33042,2,10+ years
33046,0,10+ years
33048,1,10+ years
33049,0,8 years
33052,0,6 years
33055,1,10+ years
33057,1,10+ years
33063,0,7 years
33064,2,10+ years
33065,2,10+ years
33066,1,6 years
33067,0,10+ years
33068,0,10+ years
33070,0,10+ years
33072,1,10+ years
33075,2,10+ years
33080,0,6 years
33082,2,9 years
33085,2,10+ years
33086,1,10+ years
33088,1,10+ years
33089,0,10+ years
33091,1,10+ years
33093,1,10+ years
33095,1,10+ years
33096,2,10+ years
33098,2,6 years
33099,1,10+ years
33100,0,10+ years
33103,1,10+ years
33104,2,6 years
33109,2,10+ years
33110,0,10+ years
33111,1,6 years
33112,0,10+ years
33114,1,10+ years
33115,1,9 years
33118,0,10+ years
33119,1,9 years
33120,0,8 years
33121,2,10+ years
33125,2,10+ years
33127,2,8 years
33129,1,10+ years
33130,1,6 years
33131,0,9 years
33134,0,10+ years
33135,0,9 years
33139,2,6 years
33141,1,10+ years
33146,1,10+ years
33147,2,10+ years
33150,2,10+ years
33154,0,7 years
33159,2,10+ years
33161,0,6 years
33163,1,7 years
33167,0,7 years
33168,2,10+ years
33169,0,7 years
33170,2,10+ years
33173,0,8 years
33174,1,10+ years
33175,1,10+ years
33176,2,7 years
33181,0,7 years
33186,2,6 years
33187,1,6 years
33188,0,10+ years
33190,1,10+ years
33191,0,10+ years
33192,0,10+ years
33197,2,10+ years
33198,0,10+ years
33199,1,9 years
33200,0,10+ years
33201,2,7 years
33203,0,10+ years
33205,1,6 years
33209,2,10+ years
33210,2,10+ years
33211,2,10+ years
33213,1,10+ years
33223,1,10+ years
33225,1,10+ years
33226,2,9 years
33229,2,10+ years
33230,1,7 years
33231,2,10+ years
33238,1,9 years
33239,0,10+ years
33240,0,10+ years
33241,0,10+ years
33242,0,7 years
33244,1,9 years
33245,2,10+ years
33246,0,10+ years
33247,2,10+ years
33254,0,10+ years
33255,0,10+ years
33256,0,10+ years
33258,1,10+ years
33260,2,10+ years
33261,1,7 years
33264,1,6 years
33266,1,10+ years
33269,1,10+ years
33270,0,10+ years
33271,2,9 years
33274,0,9 years
33279,2,10+ years
33280,2,9 years
33281,1,10+ years
33284,1,8 years
33287,0,10+ years
33288,2,6 years
33289,2,10+ years
33290,1,10+ years
33291,2,7 years
33292,0,10+ years
33293,0,7 years
33294,0,10+ years
33295,2,10+ years
33296,0,10+ years
33298,1,10+ years
33300,1,9 years
33301,2,10+ years
33302,1,10+ years
33304,1,10+ years
33305,1,8 years
33307,1,10+ years
33308,2,10+ years
33309,2,10+ years
33311,0,10+ years
33313,2,10+ years
33314,0,7 years
33317,0,10+ years
33318,0,10+ years
33319,0,10+ years
33323,0,10+ years
33325,0,10+ years
33326,2,10+ years
33327,1,9 years
33329,1,10+ years
33331,1,10+ years
33334,0,10+ years
33336,1,10+ years
33337,0,7 years
33340,0,8 years
33342,2,7 years
33343,1,10+ years
33346,0,10+ years
33349,0,10+ years
33352,0,10+ years
33355,1,10+ years
33356,2,7 years
33364,2,9 years
33365,0,10+ years
33366,2,8 years
33368,1,10+ years
33369,2,10+ years
33370,2,10+ years
33373,0,9 years
33376,2,6 years
33380,0,10+ years
33383,1,9 years
33387,0,10+ years
33388,2,8 years
33389,0,10+ years
33391,0,10+ years
33392,2,10+ years
33393,1,6 years
33396,0,7 years
33397,1,10+ years
33400,2,6 years
33401,0,10+ years
33402,1,10+ years
33405,2,10+ years
33407,2,10+ years
33408,1,10+ years
33409,2,8 years
33410,1,10+ years
33411,1,8 years
33415,2,10+ years
33418,0,10+ years
33420,1,6 years
33421,0,10+ years
33422,1,9 years
33423,1,10+ years
33424,1,10+ years
33425,0,8 years
33426,1,10+ years
33427,0,10+ years
33428,0,10+ years
33429,1,6 years
33430,1,10+ years
33432,1,10+ years
33434,2,10+ years
33436,0,10+ years
33438,1,10+ years
33442,1,10+ years
33443,2,10+ years
33444,2,10+ years
33451,2,10+ years
33452,1,10+ years
33453,1,8 years
33454,1,10+ years
33455,0,10+ years
33456,1,7 years
33457,2,10+ years
33460,2,10+ years
33465,1,8 years
33466,1,10+ years
33467,2,6 years
33469,1,6 years
33470,1,8 years
33471,0,7 years
33473,0,9 years
33474,1,10+ years
33477,2,10+ years
33478,1,10+ years
33479,2,9 years
33481,0,10+ years
33484,1,10+ years
33493,2,10+ years
33494,2,10+ years
33495,1,10+ years
33496,0,10+ years
33497,2,10+ years
33499,2,9 years
33500,0,10+ years
33501,2,10+ years
33502,2,10+ years
33503,2,10+ years
33505,0,8 years
33512,1,6 years
33513,1,10+ years
33514,0,9 years
33516,1,6 years
33517,2,10+ years
33519,2,10+ years
33520,2,10+ years
33521,2,10+ years
33522,1,9 years
33523,0,10+ years
33525,1,10+ years
33526,1,6 years
33527,0,7 years
33530,0,10+ years
33532,2,8 years
33533,2,10+ years
33534,2,7 years
33536,2,10+ years
33537,0,10+ years
33538,1,9 years
33539,0,9 years
33540,0,10+ years
33541,2,10+ years
33546,0,7 years
33550,2,10+ years
33553,1,10+ years
33556,2,10+ years
33558,1,9 years
33559,1,10+ years
33560,1,10+ years
33561,2,10+ years
33565,0,10+ years
33571,1,10+ years
33576,0,6 years
33577,1,10+ years
33578,0,10+ years
33580,1,9 years
33582,1,10+ years
33583,2,10+ years
33585,0,10+ years
33587,1,6 years
33588,0,10+ years
33590,2,10+ years
33591,0,10+ years
33594,2,10+ years
33599,0,10+ years
33600,2,10+ years
33602,2,10+ years
33604,1,7 years
33605,1,10+ years
33607,1,10+ years
33610,0,7 years
33611,1,6 years
33614,2,10+ years
33616,0,8 years
33626,1,8 years
33627,0,10+ years
33629,1,8 years
33630,1,10+ years
33631,2,10+ years
33635,2,10+ years
33636,1,9 years
33640,2,10+ years
33641,2,9 years
33642,0,9 years
33645,2,10+ years
33649,0,10+ years
33650,1,10+ years
33654,0,7 years
33658,1,10+ years
33659,2,10+ years
33660,0,10+ years
33661,0,10+ years
33662,2,10+ years
33664,0,10+ years
33666,0,10+ years
33667,2,10+ years
33672,2,10+ years
33673,0,10+ years
33675,0,9 years
33677,2,6 years
33679,0,9 years
33680,1,10+ years
33682,0,7 years
33686,1,10+ years
33694,2,10+ years
33695,2,10+ years
33697,0,10+ years
33700,1,6 years
33703,2,10+ years
33713,2,10+ years
33714,2,10+ years
33718,2,10+ years
33721,2,10+ years
33727,1,6 years
33733,1,10+ years
33734,2,10+ years
33735,0,10+ years
33737,2,8 years
33739,2,10+ years
33742,1,10+ years
33746,1,10+ years
33748,0,10+ years
33750,1,10+ years
33751,0,6 years
33752,2,10+ years
33753,0,9 years
33756,1,10+ years
33760,2,10+ years
33761,0,10+ years
33763,1,6 years
33765,0,7 years
33766,1,6 years
33768,1,10+ years
33769,0,10+ years
33771,0,10+ years
33773,0,8 years
33774,1,10+ years
33776,2,8 years
33777,2,10+ years
33778,0,10+ years
33781,2,10+ years
33782,0,6 years
33784,0,10+ years
33785,1,7 years
33786,1,10+ years
33787,1,8 years
33788,0,6 years
33789,0,10+ years
33790,2,6 years
33791,0,10+ years
33792,2,10+ years
33793,0,10+ years
33796,0,6 years
33797,0,6 years
33798,0,10+ years
33800,1,7 years
33802,1,10+ years
33803,0,10+ years
33806,1,9 years
33807,1,7 years
33808,1,8 years
33809,0,10+ years
33811,0,10+ years
33812,1,10+ years
33813,0,6 years
33814,2,10+ years
33818,2,10+ years
33819,0,10+ years
33821,0,10+ years
33822,0,10+ years
33824,1,10+ years
33825,2,10+ years
33826,1,10+ years
33827,0,10+ years
33828,1,10+ years
33829,2,10+ years
33831,1,10+ years
33834,0,10+ years
33839,0,6 years
33840,0,10+ years
33841,1,8 years
33848,0,10+ years
33849,0,10+ years
33851,0,10+ years
33856,1,7 years
33857,0,10+ years
33858,0,9 years
33859,2,10+ years
33860,1,10+ years
33862,2,10+ years
33866,0,6 years
33868,1,6 years
33869,1,8 years
33870,2,10+ years
33871,2,9 years
33872,1,10+ years
33873,1,10+ years
33874,2,10+ years
33876,2,10+ years
33877,1,6 years
33879,0,10+ years
33880,2,10+ years
33882,1,9 years
33884,1,6 years
33885,0,10+ years
33887,1,10+ years
33888,0,10+ years
33889,1,6 years
33890,1,9 years
33891,0,10+ years
33893,1,10+ years
33894,2,10+ years
33897,1,10+ years
33900,2,9 years
33901,1,10+ years
33902,0,7 years
33903,0,10+ years
33904,2,10+ years
33908,0,10+ years
33910,1,10+ years
33911,2,10+ years
33913,1,6 years
33914,2,10+ years
33915,2,10+ years
33922,0,10+ years
33923,1,10+ years
33924,1,10+ years
33925,1,10+ years
33926,1,10+ years
33927,0,7 years
33928,0,8 years
33929,2,10+ years
33931,0,10+ years
33933,2,10+ years
33935,1,10+ years
33936,0,8 years
33937,2,10+ years
33939,1,10+ years
33940,1,10+ years
33942,1,6 years
33943,2,8 years
33945,2,8 years
33946,0,10+ years
33948,2,10+ years
33952,1,10+ years
33954,1,7 years
33955,2,10+ years
33958,2,10+ years
33959,2,10+ years
33961,2,6 years
33963,2,10+ years
33964,0,10+ years
33967,1,10+ years
33968,2,8 years
33969,2,8 years
33971,0,6 years
33972,2,10+ years
33974,2,10+ years
33976,2,10+ years
33978,2,8 years
33982,0,6 years
33984,1,9 years
33985,0,10+ years
33987,0,10+ years
33989,2,10+ years
33991,0,10+ years
33992,0,10+ years
33996,0,9 years
33997,1,10+ years
33999,1,10+ years
34001,1,10+ years
34006,2,10+ years
34008,0,8 years
34013,1,10+ years
34016,0,10+ years
34018,0,10+ years
34022,0,8 years
34023,2,10+ years
34024,1,9 years
34026,2,7 years
34028,0,10+ years
34032,0,10+ years
34034,1,10+ years
34035,0,10+ years
34036,2,8 years
34038,2,10+ years
34039,2,10+ years
34040,1,10+ years
34042,1,8 years
34043,1,7 years
34046,2,8 years
34047,2,10+ years
34048,1,6 years
34049,1,10+ years
34051,1,10+ years
34052,2,10+ years
34054,0,10+ years
34055,0,7 years
34056,2,10+ years
34057,2,8 years
34058,0,10+ years
34060,2,10+ years
34065,1,10+ years
34067,1,10+ years
34068,2,10+ years
34070,1,8 years
34073,2,10+ years
34075,2,7 years
34076,2,10+ years
34077,1,10+ years
34083,1,6 years
34084,1,6 years
34086,2,10+ years
34087,0,10+ years
34090,1,8 years
34091,2,10+ years
34092,2,8 years
34094,2,9 years
34095,1,10+ years
34098,2,9 years
34099,0,10+ years
34101,1,7 years
34102,1,6 years
34103,2,6 years
34104,1,10+ years
34107,1,10+ years
34108,0,10+ years
34109,0,10+ years
34110,2,9 years
34112,2,7 years
34117,1,10+ years
34119,0,10+ years
34121,0,10+ years
34126,1,10+ years
34129,0,10+ years
34133,1,10+ years
34134,1,10+ years
34136,0,10+ years
34138,0,10+ years
34142,0,8 years
34143,2,6 years
34144,0,10+ years
34146,2,10+ years
34147,1,8 years
34149,0,10+ years
34150,1,10+ years
34151,2,10+ years
34152,2,10+ years
34153,0,10+ years
34154,2,10+ years
34157,2,6 years
34160,0,10+ years
34162,2,8 years
34165,0,10+ years
34168,2,9 years
34169,0,10+ years
34170,2,10+ years
34173,2,10+ years
34176,1,10+ years
34179,0,10+ years
34180,0,10+ years
34185,1,10+ years
34187,1,10+ years
34188,1,10+ years
34189,2,10+ years
34190,0,10+ years
34191,1,7 years
34193,1,10+ years
34195,2,10+ years
34197,1,10+ years
34203,2,10+ years
34204,2,10+ years
34206,1,10+ years
34207,0,10+ years
34210,1,10+ years
34211,0,10+ years
34212,1,7 years
34213,0,7 years
34214,2,10+ years
34218,0,10+ years
34219,0,10+ years
34222,0,10+ years
34224,1,8 years
34228,0,10+ years
34229,0,9 years
34233,2,10+ years
34236,1,7 years
34241,2,10+ years
34242,2,10+ years
34243,1,10+ years
34244,1,10+ years
34246,2,10+ years
34249,1,10+ years
34257,0,10+ years
34258,1,10+ years
34259,1,10+ years
34262,1,10+ years
34263,0,7 years
34268,2,10+ years
34269,2,8 years
34270,2,10+ years
34273,2,10+ years
34274,0,10+ years
34277,2,10+ years
34278,0,7 years
34281,1,10+ years
34282,1,8 years
34283,2,10+ years
34284,1,10+ years
34285,2,10+ years
34286,2,10+ years
34287,0,10+ years
34288,1,7 years
34289,1,8 years
34290,1,7 years
34291,1,10+ years
34293,1,8 years
34295,0,10+ years
34298,1,10+ years
34299,0,10+ years
34301,0,10+ years
34303,1,8 years
34307,1,6 years
34309,1,10+ years
34310,2,10+ years
34312,1,8 years
34313,0,10+ years
34315,0,10+ years
34316,1,10+ years
34317,1,9 years
34318,1,8 years
34319,2,10+ years
34321,1,10+ years
34322,1,8 years
34323,2,10+ years
34324,2,10+ years
34325,1,9 years
34333,1,10+ years
34334,2,10+ years
34335,1,10+ years
34336,2,10+ years
34337,2,10+ years
34338,1,6 years
34339,2,7 years
34340,1,8 years
34341,2,10+ years
34342,0,10+ years
34343,0,8 years
34344,2,10+ years
34345,2,9 years
34346,2,10+ years
34347,2,7 years
34349,1,10+ years
34351,1,10+ years
34353,1,9 years
34356,0,10+ years
34359,2,10+ years
34360,1,6 years
34362,0,10+ years
34363,2,10+ years
34365,1,8 years
34366,0,10+ years
34368,2,10+ years
34369,1,10+ years
34371,0,10+ years
34372,2,8 years
34373,2,10+ years
34374,0,7 years
34375,2,10+ years
34376,0,10+ years
34377,2,7 years
34378,0,10+ years
34379,2,8 years
34380,1,6 years
34381,1,10+ years
34385,0,7 years
34388,1,9 years
34390,0,10+ years
34392,1,10+ years
34397,0,10+ years
34400,1,10+ years
34401,2,8 years
34404,2,10+ years
34408,1,9 years
34410,1,10+ years
34414,2,7 years
34415,1,10+ years
34418,1,10+ years
34419,0,8 years
34420,1,10+ years
34423,2,9 years
34424,2,10+ years
34425,0,10+ years
34426,2,10+ years
34427,1,10+ years
34431,0,10+ years
34432,1,10+ years
34433,1,8 years
34437,0,10+ years
34438,1,7 years
34440,0,7 years
34441,0,10+ years
34443,0,7 years
34444,0,8 years
34445,1,10+ years
34446,2,10+ years
34448,1,10+ years
34457,0,10+ years
34459,0,10+ years
34463,1,10+ years
34464,1,10+ years
34465,2,10+ years
34466,2,6 years
34467,1,10+ years
34468,1,6 years
34469,0,6 years
34471,2,10+ years
34474,0,8 years
34476,1,9 years
34480,1,10+ years
34482,1,9 years
34483,2,7 years
34486,0,9 years
34488,1,10+ years
34490,2,9 years
34491,1,10+ years
34493,1,6 years
34494,1,10+ years
34496,1,10+ years
34499,2,7 years
34500,1,10+ years
34503,0,10+ years
34504,2,10+ years
34507,1,10+ years
34509,0,10+ years
34510,1,10+ years
34511,2,10+ years
34512,0,10+ years
34513,0,10+ years
34514,1,10+ years
34515,2,10+ years
34516,1,10+ years
34517,1,10+ years
34518,2,9 years
34520,0,8 years
34521,2,6 years
34525,0,10+ years
34528,0,10+ years
34529,0,8 years
34530,1,10+ years
34531,0,8 years
34532,0,9 years
34534,1,6 years
34535,0,9 years
34537,0,10+ years
34541,1,10+ years
34542,0,7 years
34543,0,10+ years
34544,0,10+ years
34545,1,7 years
34547,2,10+ years
34548,1,10+ years
34549,2,10+ years
34550,2,10+ years
34551,0,7 years
34552,2,9 years
34553,0,10+ years
34555,1,10+ years
34556,2,10+ years
34559,1,10+ years
34561,2,10+ years
34565,1,10+ years
34568,1,10+ years
34569,1,10+ years
34570,2,10+ years
34571,1,7 years
34574,2,10+ years
34576,1,9 years
34577,0,6 years
34578,0,10+ years
34579,1,10+ years
34581,2,10+ years
34586,1,10+ years
34589,2,9 years
34590,1,9 years
34591,0,10+ years
34593,0,10+ years
