user_id,censor_status,work_year
197466,1,10+ years
197467,0,10+ years
197468,2,8 years
197469,2,10+ years
197470,0,10+ years
197473,2,10+ years
197474,1,9 years
197475,1,10+ years
197476,0,7 years
197477,0,10+ years
197478,1,10+ years
197479,1,10+ years
197480,0,8 years
197481,2,7 years
197483,0,10+ years
197484,0,10+ years
197491,1,9 years
197492,1,10+ years
197495,0,10+ years
197497,1,10+ years
197498,2,6 years
197501,1,7 years
197504,1,7 years
197505,2,10+ years
197507,0,10+ years
197509,1,10+ years
197511,2,10+ years
197513,1,6 years
197514,1,10+ years
197518,2,8 years
197520,0,10+ years
197523,1,6 years
197526,2,10+ years
197529,2,10+ years
197531,0,10+ years
197532,1,10+ years
197534,1,10+ years
197535,0,10+ years
197536,2,10+ years
197537,1,10+ years
197541,0,10+ years
197546,1,10+ years
197550,0,8 years
197553,0,8 years
197554,2,10+ years
197559,1,10+ years
197560,0,10+ years
197561,2,10+ years
197564,0,10+ years
197565,0,10+ years
197566,0,10+ years
197567,2,6 years
197569,2,10+ years
197570,2,10+ years
197572,2,7 years
197574,1,10+ years
197577,0,10+ years
197579,0,10+ years
197580,0,10+ years
197587,0,10+ years
197590,2,10+ years
197591,1,10+ years
197595,1,7 years
197596,2,8 years
197597,0,10+ years
197600,1,10+ years
197601,2,10+ years
197602,0,10+ years
197606,1,9 years
197610,2,10+ years
197613,2,8 years
197614,1,9 years
197615,0,10+ years
197616,2,10+ years
197619,1,7 years
197623,0,10+ years
197625,2,10+ years
197626,2,10+ years
197627,1,6 years
197628,1,10+ years
197635,1,7 years
197636,0,10+ years
197643,2,9 years
197644,0,10+ years
197650,1,7 years
197651,0,10+ years
197658,2,10+ years
197661,2,7 years
197663,1,10+ years
197666,0,10+ years
197667,2,10+ years
197668,2,8 years
197669,2,6 years
197671,0,6 years
197672,1,6 years
197682,0,7 years
197683,2,10+ years
197686,1,10+ years
197691,2,10+ years
197692,1,10+ years
197693,1,7 years
197694,2,8 years
197696,1,10+ years
197697,2,10+ years
197699,2,10+ years
197701,2,10+ years
197702,1,10+ years
197704,1,9 years
197705,0,10+ years
197706,2,8 years
197707,0,8 years
197708,1,7 years
197710,0,7 years
197713,1,10+ years
197715,1,10+ years
197716,1,10+ years
197718,2,10+ years
197719,1,6 years
197720,1,9 years
197721,0,10+ years
197722,1,10+ years
197725,2,10+ years
197728,1,7 years
197729,2,6 years
197731,2,10+ years
197732,0,6 years
197733,0,10+ years
197735,0,7 years
197743,2,10+ years
197745,2,10+ years
197747,2,10+ years
197748,2,10+ years
197749,2,6 years
197752,1,10+ years
197753,0,7 years
197754,1,10+ years
197755,0,10+ years
197756,2,10+ years
197757,0,10+ years
197758,0,10+ years
197760,0,8 years
197764,1,10+ years
197766,0,10+ years
197768,1,10+ years
197769,2,9 years
197770,1,10+ years
197772,1,10+ years
197773,1,10+ years
197774,2,10+ years
197775,2,7 years
197777,0,10+ years
197778,1,10+ years
197779,0,10+ years
197782,1,10+ years
197784,0,10+ years
197787,2,10+ years
197788,2,10+ years
197789,0,9 years
197796,1,7 years
197798,0,6 years
197799,1,10+ years
197804,2,7 years
197805,1,10+ years
197807,2,10+ years
197809,0,10+ years
197811,2,10+ years
197812,2,9 years
197816,0,10+ years
197817,1,8 years
197818,2,10+ years
197819,1,10+ years
197822,1,10+ years
197824,2,10+ years
197827,0,10+ years
197828,0,10+ years
197831,2,10+ years
197833,2,8 years
197834,0,6 years
197837,0,10+ years
197839,1,9 years
197841,2,9 years
197842,0,10+ years
197843,2,9 years
197844,1,9 years
197845,0,8 years
197846,0,10+ years
197851,0,9 years
197853,1,8 years
197856,2,10+ years
197857,1,9 years
197858,0,8 years
197863,2,10+ years
197865,1,8 years
197867,0,10+ years
197868,1,10+ years
197870,0,10+ years
197871,0,10+ years
197874,0,10+ years
197875,0,10+ years
197877,1,10+ years
197878,1,10+ years
197879,2,7 years
197881,0,10+ years
197882,2,10+ years
197886,0,10+ years
197888,1,10+ years
197889,2,8 years
197890,1,7 years
197893,2,10+ years
197896,2,8 years
197897,0,9 years
197898,0,10+ years
197900,1,8 years
197903,1,10+ years
197904,0,6 years
197905,0,10+ years
197906,0,9 years
197907,1,10+ years
197908,2,9 years
197911,2,10+ years
197912,0,10+ years
197916,2,6 years
197918,0,6 years
197920,0,10+ years
197925,1,9 years
197928,2,10+ years
197929,0,9 years
197930,1,10+ years
197932,1,7 years
197936,1,10+ years
197939,2,6 years
197940,0,10+ years
197942,1,8 years
197943,2,10+ years
197944,0,10+ years
197946,2,6 years
197947,1,10+ years
197948,2,6 years
197949,2,10+ years
197951,0,8 years
197952,0,10+ years
197954,1,10+ years
197955,1,10+ years
197960,2,10+ years
197962,2,10+ years
197965,1,6 years
197967,1,10+ years
197969,0,10+ years
197970,0,10+ years
197971,1,10+ years
197972,0,7 years
197973,0,10+ years
197974,1,10+ years
197978,2,6 years
197979,0,10+ years
197983,2,10+ years
197984,2,10+ years
197985,2,10+ years
197986,0,10+ years
197987,1,6 years
197988,2,10+ years
197993,2,8 years
197994,2,10+ years
197995,2,10+ years
197996,2,10+ years
197997,2,10+ years
197998,1,8 years
198000,1,10+ years
198003,0,7 years
198005,1,10+ years
198006,1,10+ years
198009,1,10+ years
198012,1,10+ years
198014,0,10+ years
198016,2,10+ years
198019,2,10+ years
198020,0,10+ years
198021,2,10+ years
198022,2,7 years
198023,2,7 years
198025,0,10+ years
198026,1,10+ years
198028,1,10+ years
198033,2,10+ years
198038,2,8 years
198040,2,8 years
198042,0,10+ years
198044,0,7 years
198047,1,6 years
198048,1,10+ years
198050,0,10+ years
198051,1,10+ years
198052,2,10+ years
198054,1,8 years
198055,2,8 years
198057,1,10+ years
198059,1,9 years
198061,0,10+ years
198063,2,10+ years
198064,0,6 years
198065,0,9 years
198067,0,10+ years
198068,0,7 years
198070,1,9 years
198071,0,10+ years
198072,1,10+ years
198073,2,10+ years
198074,1,10+ years
198078,1,6 years
198081,1,10+ years
198082,0,10+ years
198086,0,7 years
198089,2,10+ years
198091,1,10+ years
198095,1,10+ years
198096,2,6 years
198097,1,10+ years
198098,2,6 years
198101,1,9 years
198102,1,10+ years
198103,2,10+ years
198107,1,9 years
198110,2,10+ years
198114,1,10+ years
198115,1,10+ years
198116,0,10+ years
198117,2,10+ years
198118,2,10+ years
198119,0,10+ years
198122,1,9 years
198123,0,10+ years
198126,0,10+ years
198128,1,10+ years
198130,1,6 years
198131,0,10+ years
198133,2,10+ years
198134,0,10+ years
198136,1,10+ years
198137,1,9 years
198139,2,10+ years
198140,1,10+ years
198143,0,10+ years
198144,1,10+ years
198145,1,10+ years
198147,2,10+ years
198148,2,10+ years
198152,1,10+ years
198155,1,10+ years
198156,1,10+ years
198157,0,6 years
198166,0,10+ years
198168,1,10+ years
198170,0,7 years
198173,1,7 years
198174,1,10+ years
198175,0,10+ years
198176,1,8 years
198178,2,7 years
198179,0,9 years
198181,0,7 years
198184,2,10+ years
198186,2,10+ years
198189,2,10+ years
198190,1,10+ years
198196,2,9 years
198197,0,10+ years
198201,2,9 years
198202,1,10+ years
198205,0,10+ years
198206,2,10+ years
198208,2,10+ years
198209,1,7 years
198210,0,10+ years
198211,2,10+ years
198214,1,10+ years
198217,1,9 years
198218,0,10+ years
198219,0,8 years
198221,1,10+ years
198222,1,10+ years
198224,0,10+ years
198227,1,10+ years
198228,1,6 years
198229,1,7 years
198237,2,10+ years
198239,2,10+ years
198243,0,10+ years
198244,2,6 years
198245,2,7 years
198246,0,9 years
198247,1,10+ years
198248,0,10+ years
198249,1,10+ years
198250,0,8 years
198251,1,7 years
198252,2,10+ years
198253,1,10+ years
198254,0,9 years
198255,0,10+ years
198256,1,7 years
198257,2,10+ years
198263,2,10+ years
198266,2,10+ years
198268,1,10+ years
198274,1,10+ years
198275,2,10+ years
198277,2,10+ years
198278,1,10+ years
198279,1,9 years
198280,1,7 years
198281,2,10+ years
198283,2,10+ years
198286,0,6 years
198288,2,10+ years
198289,0,10+ years
198291,1,10+ years
198292,1,9 years
198294,1,6 years
198296,0,8 years
198297,1,10+ years
198298,2,8 years
198299,0,10+ years
198300,2,10+ years
198301,1,8 years
198304,0,10+ years
198305,1,10+ years
198307,1,10+ years
198308,1,10+ years
198312,2,10+ years
198314,1,8 years
198317,2,10+ years
198318,1,10+ years
198319,1,10+ years
198323,0,9 years
198325,2,10+ years
198326,1,10+ years
198327,2,7 years
198328,0,10+ years
198329,1,8 years
198330,1,10+ years
198331,1,10+ years
198334,1,10+ years
198336,2,8 years
198338,0,10+ years
198339,2,7 years
198342,2,6 years
198345,1,7 years
198350,0,10+ years
198353,0,9 years
198356,2,6 years
198360,0,10+ years
198362,0,10+ years
198363,0,10+ years
198365,0,7 years
198368,2,6 years
198370,1,10+ years
198371,2,10+ years
198372,0,10+ years
198373,0,10+ years
198374,1,10+ years
198379,2,10+ years
198380,0,6 years
198381,0,10+ years
198385,2,10+ years
198386,1,10+ years
198387,1,10+ years
198388,1,8 years
198391,1,6 years
198393,2,10+ years
198396,1,10+ years
198397,0,7 years
198400,2,9 years
198405,0,10+ years
198406,2,10+ years
198409,1,10+ years
198411,1,10+ years
198413,1,10+ years
198414,1,10+ years
198417,1,10+ years
198418,0,10+ years
198423,1,10+ years
198425,1,10+ years
198427,2,10+ years
198429,1,10+ years
198430,2,10+ years
198431,2,10+ years
198433,1,8 years
198436,1,10+ years
198443,0,10+ years
198444,1,7 years
198445,2,8 years
198446,0,6 years
198452,0,10+ years
198454,1,10+ years
198456,2,7 years
198457,1,10+ years
198462,2,10+ years
198464,2,10+ years
198465,2,10+ years
198468,0,10+ years
198472,1,10+ years
198473,2,10+ years
198474,1,10+ years
198475,2,7 years
198476,0,10+ years
198477,0,8 years
198478,1,10+ years
198479,1,8 years
198480,1,6 years
198485,2,8 years
198486,2,9 years
198490,1,10+ years
198491,0,6 years
198492,1,10+ years
198495,1,6 years
198496,2,10+ years
198499,1,10+ years
198500,1,10+ years
198502,1,10+ years
198503,0,10+ years
198504,2,6 years
198505,2,10+ years
198511,0,10+ years
198512,2,10+ years
198513,1,10+ years
198514,2,8 years
198516,0,10+ years
198517,1,10+ years
198518,1,9 years
198521,1,9 years
198526,2,10+ years
198527,2,10+ years
198532,1,10+ years
198535,1,10+ years
198536,0,10+ years
198538,1,10+ years
198539,0,6 years
198541,0,8 years
198545,1,10+ years
198547,0,8 years
198551,1,10+ years
198553,1,10+ years
198555,2,9 years
198565,1,10+ years
198568,1,10+ years
198572,0,9 years
198574,2,7 years
198576,1,10+ years
198577,0,8 years
198579,1,6 years
198584,1,10+ years
198585,0,10+ years
198586,0,10+ years
198587,2,10+ years
198588,0,10+ years
198589,2,10+ years
198590,1,10+ years
198591,1,7 years
198592,0,6 years
198593,1,10+ years
198594,0,6 years
198595,0,9 years
198599,1,6 years
198602,2,8 years
198603,1,8 years
198605,2,7 years
198607,1,9 years
198612,1,9 years
198614,0,10+ years
198615,2,10+ years
198617,1,8 years
198621,0,6 years
198622,1,10+ years
198627,0,10+ years
198632,1,10+ years
198634,1,10+ years
198635,1,10+ years
198637,0,8 years
198638,0,7 years
198639,0,6 years
198640,1,6 years
198643,1,9 years
198644,1,10+ years
198647,0,10+ years
198651,2,10+ years
198654,0,10+ years
198655,1,10+ years
198657,0,10+ years
198658,2,10+ years
198659,0,10+ years
198660,1,10+ years
198662,0,10+ years
198664,1,7 years
198665,0,10+ years
198666,2,10+ years
198667,1,10+ years
198671,2,7 years
198672,0,10+ years
198675,1,8 years
198676,2,10+ years
198677,2,10+ years
198678,1,10+ years
198679,0,10+ years
198680,2,10+ years
198683,2,10+ years
198684,1,6 years
198686,1,10+ years
198688,2,10+ years
198689,0,7 years
198691,2,10+ years
198693,2,10+ years
198694,1,8 years
198696,2,6 years
198697,2,8 years
198699,2,7 years
198702,0,9 years
198703,0,10+ years
198706,0,10+ years
198707,1,6 years
198708,2,10+ years
198710,0,10+ years
198714,2,10+ years
198716,0,10+ years
198720,1,6 years
198721,1,10+ years
198722,1,10+ years
198727,0,9 years
198728,1,10+ years
198731,2,8 years
198732,1,6 years
198734,2,10+ years
198735,1,10+ years
198736,2,10+ years
198738,1,10+ years
198741,0,8 years
198747,2,10+ years
198750,1,10+ years
198753,0,10+ years
198754,1,6 years
198758,0,10+ years
198759,0,10+ years
198760,2,10+ years
198762,1,10+ years
198763,1,9 years
198764,0,10+ years
198767,1,7 years
198768,1,8 years
198772,2,10+ years
198774,2,8 years
198776,0,6 years
198779,2,10+ years
198781,1,10+ years
198782,0,10+ years
198785,2,10+ years
198786,1,10+ years
198787,2,10+ years
198789,0,10+ years
198794,1,7 years
198795,1,8 years
198798,0,10+ years
198799,2,10+ years
198801,2,10+ years
198802,2,10+ years
198804,1,10+ years
198805,2,10+ years
198806,2,10+ years
198807,1,6 years
198809,0,10+ years
198810,1,10+ years
198814,0,10+ years
198815,1,10+ years
198816,1,10+ years
198817,2,10+ years
198819,2,10+ years
198821,0,10+ years
198822,1,10+ years
198823,0,6 years
198830,1,6 years
198831,2,10+ years
198832,2,10+ years
198833,1,10+ years
198836,0,8 years
198837,2,10+ years
198839,1,10+ years
198840,0,10+ years
198846,0,10+ years
198849,2,9 years
198852,0,10+ years
198853,2,8 years
198854,2,10+ years
198860,0,10+ years
198863,0,7 years
198864,2,8 years
198865,1,10+ years
198867,1,10+ years
198870,2,10+ years
198875,0,10+ years
198877,2,10+ years
198878,1,10+ years
198879,1,7 years
198880,1,10+ years
198884,1,10+ years
198890,0,10+ years
198892,2,10+ years
198893,0,10+ years
198894,1,10+ years
198898,2,9 years
198899,0,10+ years
198900,2,10+ years
198901,2,10+ years
198903,2,10+ years
198904,1,10+ years
198905,0,9 years
198906,2,10+ years
198908,1,10+ years
198909,2,10+ years
198910,2,6 years
198911,1,10+ years
198913,2,10+ years
198914,0,10+ years
198915,2,10+ years
198917,0,10+ years
198922,0,10+ years
198923,1,7 years
198924,0,10+ years
198925,0,10+ years
198926,2,6 years
198927,0,10+ years
198931,2,8 years
198932,2,10+ years
198938,2,10+ years
198941,1,8 years
198942,2,6 years
198947,2,10+ years
198949,2,10+ years
198952,1,10+ years
198955,2,10+ years
198957,0,10+ years
198958,0,9 years
198959,0,9 years
198962,0,10+ years
198963,0,10+ years
198964,2,10+ years
198965,1,10+ years
198966,1,6 years
198970,2,10+ years
198971,2,10+ years
198974,1,10+ years
198975,2,10+ years
198976,1,10+ years
198980,1,10+ years
198981,1,10+ years
198982,1,10+ years
198983,1,10+ years
198984,1,10+ years
198985,1,10+ years
198986,0,10+ years
198987,2,6 years
198989,0,10+ years
198991,2,10+ years
198992,1,10+ years
198993,1,10+ years
198994,1,7 years
198996,0,7 years
199000,1,10+ years
199002,0,10+ years
199003,0,6 years
199004,2,10+ years
199005,1,9 years
199006,0,10+ years
199008,1,8 years
199009,0,7 years
199010,1,10+ years
199014,2,8 years
199017,2,10+ years
199018,1,10+ years
199019,2,9 years
199021,1,10+ years
199025,0,6 years
199028,2,8 years
199029,2,10+ years
199030,1,10+ years
199033,1,6 years
199035,0,8 years
199037,0,10+ years
199043,2,8 years
199044,0,10+ years
199045,2,10+ years
199046,0,10+ years
199048,1,10+ years
199050,1,10+ years
199052,2,10+ years
199053,2,10+ years
199054,1,7 years
199058,1,6 years
199059,2,9 years
199063,1,10+ years
199064,0,7 years
199065,1,8 years
199066,2,10+ years
199074,0,10+ years
199077,2,9 years
199082,1,10+ years
199083,1,10+ years
199086,1,6 years
199090,0,10+ years
199092,0,10+ years
199094,2,10+ years
199097,2,7 years
199099,1,10+ years
199100,1,7 years
199102,1,7 years
199103,1,10+ years
199104,1,9 years
199105,1,8 years
199107,1,10+ years
199111,1,6 years
199115,1,10+ years
199117,1,6 years
199119,0,10+ years
199122,2,10+ years
199123,0,10+ years
199124,2,10+ years
199126,0,6 years
199129,2,10+ years
199132,2,10+ years
199134,2,10+ years
199139,0,8 years
199140,2,6 years
199143,0,10+ years
199146,0,10+ years
199147,0,10+ years
199148,2,10+ years
199150,0,10+ years
199151,0,9 years
199152,0,10+ years
199153,0,10+ years
199154,0,10+ years
199155,1,6 years
199156,2,7 years
199157,2,10+ years
199159,1,9 years
199162,2,10+ years
199163,1,10+ years
199164,0,7 years
199165,1,7 years
199167,2,10+ years
199169,2,8 years
199171,1,10+ years
199172,0,10+ years
199173,1,7 years
199174,2,10+ years
199175,1,7 years
199179,2,10+ years
199181,1,10+ years
199184,0,9 years
199188,1,10+ years
199190,2,8 years
199191,1,7 years
199192,0,10+ years
199193,1,8 years
199194,0,6 years
199195,0,6 years
199197,1,10+ years
199198,0,8 years
199199,0,10+ years
199202,1,6 years
199204,2,7 years
199206,0,8 years
199208,0,10+ years
199209,2,10+ years
199215,1,10+ years
199216,1,10+ years
199217,1,10+ years
199220,2,8 years
199222,2,9 years
199225,2,9 years
199226,2,10+ years
199227,0,10+ years
199228,2,10+ years
199232,1,9 years
199233,0,9 years
199235,1,10+ years
199237,1,10+ years
199239,0,6 years
199241,2,7 years
199242,0,9 years
199245,2,9 years
199246,2,8 years
199251,1,6 years
199253,0,7 years
199254,1,6 years
199257,2,10+ years
199259,1,10+ years
199260,1,10+ years
199262,1,9 years
199263,2,10+ years
199265,2,10+ years
199266,1,10+ years
199267,2,10+ years
199274,2,10+ years
199275,1,10+ years
199276,1,10+ years
199277,1,9 years
199278,2,7 years
199281,0,10+ years
199283,1,10+ years
199285,0,10+ years
199287,1,9 years
199290,1,6 years
199294,0,10+ years
199295,1,10+ years
199297,2,7 years
199304,2,10+ years
199305,1,10+ years
199306,0,10+ years
199309,1,10+ years
199310,2,8 years
199315,0,7 years
199317,0,10+ years
199318,0,10+ years
199319,2,10+ years
199321,0,8 years
199322,0,6 years
199324,2,10+ years
199325,1,10+ years
199327,0,6 years
199328,1,10+ years
199329,1,10+ years
199330,2,10+ years
199331,1,10+ years
199332,1,7 years
199334,1,10+ years
199337,1,10+ years
199338,1,7 years
199339,2,6 years
199341,2,10+ years
199342,0,10+ years
199344,1,8 years
199345,1,10+ years
199350,1,6 years
199351,0,10+ years
199352,2,7 years
199353,0,7 years
199354,0,8 years
199356,0,10+ years
199361,1,10+ years
199362,1,10+ years
199364,2,9 years
199366,1,10+ years
199367,2,10+ years
199369,1,10+ years
199373,0,10+ years
199374,2,10+ years
199375,0,10+ years
199382,1,10+ years
199388,0,10+ years
199390,2,8 years
199393,0,10+ years
199395,2,10+ years
199397,2,6 years
199398,1,7 years
199401,1,10+ years
199404,2,10+ years
199408,0,7 years
199409,1,7 years
199411,0,10+ years
199414,1,10+ years
199415,0,7 years
199416,2,10+ years
199417,2,7 years
199418,2,9 years
199420,1,10+ years
199422,2,6 years
199424,0,10+ years
199429,2,10+ years
199432,1,10+ years
199433,0,10+ years
199440,2,10+ years
199441,1,10+ years
199443,0,10+ years
199448,1,8 years
199449,0,9 years
199454,0,10+ years
199455,1,10+ years
199456,1,6 years
199457,0,10+ years
199458,2,6 years
199460,1,6 years
199461,1,9 years
199465,0,10+ years
199466,1,7 years
199468,1,10+ years
199471,2,6 years
199473,2,6 years
199474,2,10+ years
199475,1,7 years
199476,2,10+ years
199477,0,10+ years
199480,2,10+ years
199482,1,10+ years
199486,2,10+ years
199488,0,10+ years
199491,1,10+ years
199492,2,10+ years
199493,1,10+ years
199496,0,9 years
199497,0,10+ years
199499,2,10+ years
199502,1,10+ years
199504,0,10+ years
199505,0,9 years
199506,0,10+ years
199507,0,10+ years
199509,1,10+ years
199516,2,10+ years
199519,2,9 years
199521,2,10+ years
199522,1,10+ years
199525,2,9 years
199528,2,10+ years
199531,2,7 years
199533,1,10+ years
199537,0,10+ years
199538,1,6 years
199539,2,10+ years
199540,0,10+ years
199543,1,10+ years
199545,0,7 years
199546,1,10+ years
199548,2,10+ years
199549,1,9 years
199551,0,7 years
199552,0,8 years
199556,0,10+ years
199558,1,10+ years
199559,1,10+ years
199562,1,10+ years
199565,1,10+ years
199567,1,10+ years
199568,1,10+ years
199570,0,9 years
199571,0,9 years
199572,0,8 years
199574,0,8 years
199576,2,8 years
199577,0,10+ years
199578,2,10+ years
199580,2,10+ years
199587,1,10+ years
199588,2,10+ years
199589,1,10+ years
199590,2,8 years
199591,0,10+ years
199594,1,9 years
199598,1,9 years
199599,1,7 years
199600,0,10+ years
199601,0,10+ years
199603,1,10+ years
199605,0,10+ years
199608,0,10+ years
199612,0,8 years
199613,0,10+ years
199614,1,10+ years
199615,1,6 years
199616,2,10+ years
199619,0,10+ years
199620,0,10+ years
199622,1,10+ years
199624,2,6 years
199626,1,10+ years
199629,1,10+ years
199636,0,7 years
199637,1,8 years
199641,1,10+ years
199642,1,10+ years
199643,0,10+ years
199644,1,10+ years
199649,2,10+ years
199651,1,10+ years
199652,2,10+ years
199654,0,10+ years
199657,1,10+ years
199663,1,7 years
199667,2,10+ years
199669,2,10+ years
199672,0,10+ years
199673,0,6 years
199676,0,10+ years
199677,1,6 years
199678,2,10+ years
199679,0,9 years
199680,2,10+ years
199682,0,10+ years
199684,2,10+ years
199685,0,8 years
199686,0,10+ years
199688,1,10+ years
199690,2,10+ years
199693,2,10+ years
199694,1,10+ years
199695,0,9 years
199696,2,10+ years
199697,2,10+ years
199698,1,6 years
199699,1,10+ years
199703,0,8 years
199708,2,7 years
199710,0,8 years
199713,1,7 years
199716,0,6 years
199718,2,10+ years
199719,0,7 years
199720,0,10+ years
199723,0,10+ years
199725,2,10+ years
199726,0,6 years
199727,1,7 years
199729,1,7 years
199731,1,10+ years
199735,1,10+ years
199737,2,8 years
199739,0,8 years
199742,0,9 years
199744,2,8 years
199745,1,10+ years
199749,0,8 years
199752,1,7 years
199755,0,6 years
199759,1,10+ years
199761,1,10+ years
199764,1,10+ years
199765,2,10+ years
199766,1,10+ years
199767,0,6 years
199770,0,9 years
199771,2,10+ years
199772,0,9 years
199774,0,9 years
199776,0,10+ years
199779,2,10+ years
199780,0,9 years
199785,2,10+ years
199787,2,6 years
199791,1,10+ years
199794,2,10+ years
199795,0,10+ years
199797,0,7 years
199799,1,10+ years
199804,0,10+ years
199807,2,9 years
199809,1,8 years
199811,2,10+ years
199812,0,10+ years
199813,2,10+ years
199816,2,7 years
199817,1,10+ years
199818,0,8 years
199819,2,10+ years
199822,1,6 years
199825,1,10+ years
199826,1,10+ years
199829,1,10+ years
199830,2,10+ years
199831,1,10+ years
199832,1,10+ years
199834,0,10+ years
199835,2,9 years
199837,0,10+ years
199839,1,6 years
199841,0,9 years
199842,2,8 years
199845,1,10+ years
199849,2,10+ years
199850,1,10+ years
199851,1,8 years
199852,0,10+ years
199853,2,10+ years
199857,0,8 years
199861,0,10+ years
199862,2,6 years
199865,1,10+ years
199866,1,10+ years
199867,2,6 years
199868,2,10+ years
199871,2,9 years
199875,1,7 years
199877,2,9 years
199878,1,10+ years
199879,2,10+ years
199881,0,6 years
199882,1,7 years
199885,2,10+ years
199888,0,10+ years
199894,2,10+ years
199896,1,10+ years
199898,1,8 years
199899,1,8 years
199900,2,10+ years
199901,1,10+ years
199905,2,10+ years
199906,0,10+ years
199908,1,10+ years
199909,0,6 years
199910,0,10+ years
199914,0,10+ years
199916,0,10+ years
199921,2,8 years
199927,2,10+ years
199929,1,10+ years
199930,0,7 years
199932,0,8 years
199933,0,10+ years
199934,1,10+ years
199936,2,10+ years
199937,0,8 years
199939,2,8 years
199942,1,10+ years
199944,1,10+ years
199947,1,10+ years
199950,1,10+ years
199951,0,10+ years
199954,0,10+ years
199957,1,10+ years
199960,2,10+ years
199961,2,10+ years
199963,1,6 years
199964,2,10+ years
199965,0,6 years
199969,0,10+ years
199972,0,10+ years
199978,0,10+ years
199979,1,10+ years
199980,2,10+ years
199982,2,6 years
199988,2,10+ years
199989,1,10+ years
199994,0,9 years
199995,2,10+ years
200000,1,10+ years
200005,1,10+ years
200006,1,6 years
200008,1,10+ years
200009,2,10+ years
200011,1,10+ years
200012,0,10+ years
200014,0,10+ years
200016,1,10+ years
200018,2,10+ years
200021,1,6 years
200022,0,10+ years
200025,2,10+ years
200027,2,10+ years
200029,1,8 years
200030,2,10+ years
200031,0,10+ years
200032,2,6 years
200033,1,10+ years
200034,1,10+ years
200035,1,10+ years
200040,0,7 years
200041,2,10+ years
200043,2,6 years
200046,1,10+ years
200048,1,10+ years
200052,2,8 years
200056,1,6 years
200057,2,10+ years
200058,0,8 years
200060,0,7 years
200061,1,9 years
200064,2,10+ years
200068,0,6 years
200071,2,10+ years
200072,0,6 years
200074,0,9 years
200076,1,6 years
200079,1,10+ years
200082,1,10+ years
200085,0,10+ years
200087,0,7 years
200088,1,8 years
200089,2,10+ years
200092,1,10+ years
200094,2,10+ years
200098,0,6 years
200101,1,8 years
200103,0,10+ years
200104,1,6 years
200105,1,10+ years
200110,0,10+ years
200113,1,10+ years
200114,2,10+ years
200115,1,10+ years
200119,1,8 years
200120,0,10+ years
200122,2,10+ years
200123,0,6 years
200128,2,10+ years
200129,2,10+ years
200131,1,8 years
200133,0,9 years
200139,1,10+ years
200141,1,10+ years
200148,0,7 years
200149,1,6 years
200151,1,10+ years
200152,1,10+ years
200158,2,10+ years
200159,0,6 years
200162,0,10+ years
200163,1,10+ years
200164,0,8 years
200165,0,10+ years
200167,1,10+ years
200168,1,10+ years
200169,0,10+ years
200170,1,10+ years
200171,2,6 years
200172,2,6 years
200173,0,8 years
200175,1,10+ years
200178,0,10+ years
200180,0,6 years
200181,1,10+ years
200187,0,8 years
200188,1,10+ years
200191,2,10+ years
200192,1,10+ years
200193,1,10+ years
200194,2,10+ years
200196,1,8 years
200197,0,9 years
200198,2,10+ years
200200,0,6 years
200202,2,10+ years
200204,1,7 years
200206,1,10+ years
200208,1,10+ years
200209,0,6 years
200210,1,6 years
200212,0,10+ years
200213,2,10+ years
200217,2,10+ years
200220,1,10+ years
200221,0,10+ years
200222,0,10+ years
200224,1,10+ years
200226,1,10+ years
200228,0,10+ years
200230,0,10+ years
200234,0,7 years
200236,2,7 years
200237,0,10+ years
200238,0,7 years
200242,0,6 years
200245,1,10+ years
200248,1,10+ years
200252,2,7 years
200255,1,10+ years
200259,1,8 years
200260,1,10+ years
200261,2,10+ years
200262,2,10+ years
200263,0,8 years
200264,2,6 years
200265,2,10+ years
200266,1,9 years
200270,1,7 years
200272,0,10+ years
200277,1,7 years
200279,0,6 years
200281,2,10+ years
200284,2,10+ years
200288,1,9 years
200289,1,8 years
200291,1,10+ years
200294,2,10+ years
200295,1,10+ years
200297,0,10+ years
200298,1,10+ years
200301,1,8 years
200308,1,9 years
200310,0,10+ years
200313,2,6 years
200316,2,8 years
200317,2,8 years
200318,1,7 years
200320,1,10+ years
200323,2,10+ years
200324,1,6 years
200326,2,7 years
200328,0,6 years
200330,2,10+ years
200333,2,10+ years
200335,1,10+ years
200336,1,10+ years
200338,1,9 years
200340,0,10+ years
200344,1,10+ years
200345,1,7 years
200347,2,10+ years
200350,0,8 years
200351,1,10+ years
200352,1,10+ years
200353,2,10+ years
200355,0,10+ years
200356,0,10+ years
200360,2,10+ years
200361,2,9 years
200363,0,10+ years
200366,2,10+ years
200367,2,10+ years
200371,0,7 years
200373,2,10+ years
200374,2,8 years
200375,1,7 years
200380,2,10+ years
200383,0,10+ years
200385,2,8 years
200386,0,10+ years
200387,0,9 years
200388,2,10+ years
200389,0,10+ years
200390,1,10+ years
200392,0,10+ years
200393,0,10+ years
200395,0,10+ years
200396,2,10+ years
200397,2,10+ years
200398,0,10+ years
200402,0,10+ years
200405,2,6 years
200407,0,6 years
200410,1,10+ years
200412,1,7 years
200414,1,10+ years
200415,1,10+ years
200417,0,10+ years
200418,2,10+ years
200420,1,10+ years
200423,1,7 years
200426,1,10+ years
200429,0,10+ years
200432,0,10+ years
200433,2,10+ years
200436,2,10+ years
200438,1,10+ years
